newspaper_title,date,year,content,summary_el,country,source_url,ai_relevance,ai_topic,ai_stance,ai_notes,entities_persons,entities_locations,entities_orgs,normalized_content,news_origin,news_origin_norm,publication_place,political_orientation,orientation_notes,country_original,country_corrected_safe,country_changed_safe,row_uid,rumor_status,certainty_score,certainty_markers,transmission_formula,transmission_medium,intermediary_node,cited_source,probable_chain,rhetorical_frame_primary,rhetorical_frame_secondary,frame_confidence,canonical_event_type,event_name,event_location,event_date_reference,event_phase,story_cluster_hint,source_criticism_note,llm_confidence,needs_review,review_reason,story_cluster_id,annotation_error
"Le Véridique : Journal Administratif, Judiciaire, Littéraire Du Département De Lhérault",1827-11-26,1827,"20 octobre, et arrive a Trieste, y a apporté la nou.""
velle que tous les Francs avaient été massacrés à
Patras. Scio était toujours bloquée par les Grecs, et le
pacha avait fait arrêter l'évêque et les primats de l'ile;
il veut les garder comme ôtages.
-
Le Véridique: journal administratif, judiciaire, littéraire... du département de l'Hérault - PageNP
Le jour où l'on apprit à Paris la nouvelle de
l'affaire de Navarin, six personnes, au nombre des-
quelles était M. le comte André de Lucy, Grec d'ori-
gine, se trouvaient réunies dans le salon de M. D.***
La conversation, comme on le pense, roulait sur les
résultats immenses que cette victoire devait avoir pour
les Hellènes. Ne parlez pas de ces Grecs, dit avec dé-
dain un des assistans; toutes les souscriptions en leur
faveur tournent au profit de quelques-uns de ceux qui
ne savent pas se battre. - Vous jugez mal cette nation
infortunée, s'écria M. de Lucy; je suis Grec, et je
vous le prouverais si je n'avais horreur de verser le
sang d'un Français, le jour même où j'apprends ce
quis ont fait pour nous à Navarin. - Eh bien! si vous
êtes Grec, répliqua le contradicteur, pourquoi êtes-
vous ici quand on égorge vos frères dans la Morée?
Le sang vous fait-il peur?..... A ces mots, M. de Lucy
Le Véridique : journal administratif, judiciaire, littéraire... du département de l'Hérault - Page2",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t51039503r,directly_relevant,Military Operations,pro_greek,"Reports on massacres in Patras, blockade of Scio, and a debate about the Battle of Navarino, philhellenic subscriptions, and the character of the Greeks.","M. le comte André de Lucy, M. de Lucy","Trieste, Patras, Scio, Paris, Morée",Le Véridique,"20 octobre, et arrivé à Trieste, y a apporté la nouvelle que tous les Francs avaient été massacrés à Patras. Scio était toujours bloquée par les Grecs, et le pacha avait fait arrêter l'évêque et les primats de l'île; il veut les garder comme otages. - Le Véridique: journal administratif, judiciaire, littéraire... du département de l'Hérault - PageNP Le jour où l'on apprit à Paris la nouvelle de l'affaire de Navarin, six personnes, au nombre desquelles était M. le comte André de Lucy, Grec d'origine, se trouvaient réunies dans le salon de M. D.*** La conversation, comme on le pense, roulait sur les résultats immenses que cette victoire devait avoir pour les Hellènes. Ne parlez pas de ces Grecs, dit avec dédain un des assistants; toutes les souscriptions en leur faveur tournent au profit de quelques-uns de ceux qui ne savent pas se battre. - Vous jugez mal cette nation infortunée, s'écria M. de Lucy; je suis Grec, et je vous le prouverais si je n'avais horreur de verser le sang d'un Français, le jour même où j'apprends ce qu'ils ont fait pour nous à Navarin. - Eh bien! si vous êtes Grec, répliqua le contradicteur, pourquoi êtes-vous ici quand on égorge vos frères dans la Morée? Le sang vous fait-il peur?..... À ces mots, M. de Lucy",Trieste,Trieste,Montpellier,royaliste-modéré,Province Hérault; modéré,France,France,False,acdcc831597f2851,reported,3,y a apporté la nouvelle que tous les Francs avaient été massacrés à Patras; Scio était toujours bloquée par les Grecs; le pacha avait fait arrêter l'évêque et les primats de l'ile,"arrive a Trieste, y a apporté la nouvelle que tous les Francs avaient été massacrés à Patras",unknown,Trieste,Le Véridique,unknown -> Trieste,ottoman_barbarity,military_strategic,4,atrocity,Massacre of the Francs at Patras,Patras,20 octobre,reported_account,PATRAS_MASSACRE_OCT_1827,The information is presented as news brought to Trieste but lacks official confirmation and relies on a single reported arrival.,4,False,,PATRAS_MASSACRE_OCT_1827_039E79,
Le Moniteur Universel,1827-11-26,1827,"gression qu'ils
stiennent de
relations de
es interrom^
on blane sur
demandons
er du soleil.
is et russe.
Navarin, le
ant l'honneur
te française,
roit de juger
u point res-
onc avantage
, m. le comte de villele, lorsqu'il parlait de
la Grèce, ne trouvait point d'autre expression que celle
de localité; pouvait-on lui demander de sacrifier l'équi-
libre européen aux intérêts d'une localité?
Mais, dira-t-on, pourquoi revenir sur un passé déjà
loin de asus! Pourquoi exhuner des griefs qui ne sont
plus? Depuis la triple alliance, le ministère a retiré son
amitié et son appui au pacha d'Egypte; il a pris les
Grecs sous sa sauvegarde, et les hauts faits de nos ma-
rins prouvent assez que sa protection n'est ni fallacieuse
ni impuissante. Veut-on savoir à quoi s'en tenir sur
cette abjuration d'une politique hostile contre les Grecs?
qu'on lise les rognures des journaux censurés; là était
écrite la secrète pensée de nos gouvernans. A en croire
les déclarations ministérielles, il n'y avait point de cen-
nateme, s'exe
du repos auqu
rables libelles
paraissent si
tremblent cep
tentative désu
de moyens si
s'il est possib
honnêtes gens
- Le Cour
derniers nume
tant aux banq
17 octobre. N
force à n'en d
extraits, s'ap
L'Indicateur: ou journal du commerce, de nouvelles, de littérature et d'annonces - Page2
bâtiment de commerce autrichien l'Innocente:
• Nous sommes partis de Syra au nombre de 14 bâti-
mens, sous l'escorte d'un brigantin grec commandé par
un capitaine spezziote, faisant partie d'un comité qui
depuis quelque temps, s'occupe de donner des escortes
>> la loyanté q
>>tions. Cont
>> fois, il a p
Tous les bu
>> més, ont ét
L'Indicateur: ou journal du commerce, de nouvelles, de littérature et d'annonces - Page3",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k4424860k,directly_relevant,Diplomatic Relations,neutral,"Discussion of French policy regarding Greece, the triple alliance, and the Battle of Navarino.",M. le comte de Villele,"Grèce, Égypte, Syra","Le Cour, L'Indicateur","gression qu'ils tiennent de relations de es interrompus on blame sur demandons er du soleil. is et russe. Navarin, le ant l'honneur te française, droit de juger au point res- onc avantage, M. le comte de Villele, lorsqu'il parlait de la Grèce, ne trouvait point d'autre expression que celle de localité; pouvait-on lui demander de sacrifier l'équilibre européen aux intérêts d'une localité? Mais, dira-t-on, pourquoi revenir sur un passé déjà loin de nous? Pourquoi exhumer des griefs qui ne sont plus? Depuis la triple alliance, le ministère a retiré son amitié et son appui au pacha d'Égypte; il a pris les Grecs sous sa sauvegarde, et les hauts faits de nos marins prouvent assez que sa protection n'est ni fallacieuse ni impuissante. Veut-on savoir à quoi s'en tenir sur cette abjuration d'une politique hostile contre les Grecs? qu'on lise les rognures des journaux censurés; là était écrite la secrète pensée de nos gouvernants. À en croire les déclarations ministérielles, il n'y avait point de cen- nateme, s'exe du repos auxquels rables libelles paraissent si tremblent cep tentative désuète de moyens si s'il est possible honnêtes gens - Le Cour derniers numéros tant aux banques 17 octobre. En force à n'en d'extraits, s'ap L'Indicateur: ou journal du commerce, de nouvelles, de littérature et d'annonces - Page2 bâtiment de commerce autrichien l'Innocente: • Nous sommes partis de Syra au nombre de 14 bâtiments, sous l'escorte d'un brigantin grec commandé par un capitaine spezziote, faisant partie d'",Syra,Syros,Paris,gouvernemental,Organe semi-officiel du gouvernement de la Restauration,France,France,False,0dcebe69945fe897,reported,3,"A en croire les déclarations ministérielles; les hauts faits de nos marins prouvent assez que sa protection n'est ni fallacieuse ni impuissante; depuis la triple alliance, le ministère a retiré son amitié et son appui au pacha d'Egypte","Nous sommes partis de Syra au nombre de 14 bâtiments, sous l'escorte d'un brigantin grec commandé par un capitaine spezziote",ship,Syra,"L'Indicateur: ou journal du commerce, de nouvelles, de littérature et d'annonces",Syra -> Paris,diplomatic_negotiation,commercial_shipping,4,diplomacy,French protection of Greeks post-triple alliance,Greece,1827,reported_account,GREEK_WAR_OF_INDEPENDENCE_1827,"The text is a newspaper report citing ministerial declarations and shipping movements but lacks explicit official confirmation, indicating a reported account.",4,False,,GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,
Le Moniteur Universel,1827-11-30,1827,"erront, salut: ecorde au minis- de l'instruction pillions pour ses rs 1817, l'art. 2 22, et les dispo- eptembre 1827; secrétaire-d'état tiques et de l'ins- ce qui suit: q millions, ac- pur les dépenses nes et de l'ins- 328, est répartie chapitres, ainsi LE. le. le.... 340,000 LE. 0,000 ,000 ,000 ,000 ,000 32,835,000 ,000 ,000 1000 tions avec le reiss - effendi. La conduite de la Porte envers les trois ambassadeurs n'a eu jus- qu'alors d'autres bases que le droit des Grecs, et il paraît certain que la Porte, dans quelque situation qu'elle se trouve, n'aura jamais recours à des mesures violentes envers eux. (Gazette-Universelle.) VALACHIE. Bucharest, le 10 novembre. (Par voie extraordinaire.) Un tartare nous a transmis de Constantinople, des lettres jusqu'au 6 novembre, d'après lesquelles il paraît que le sultan a ordonné au reiss-effendi de rompre toute espèce de négociations avec les trois puissances, au sujet de l'intervention. Nous ne sommes cependant pas en état de garantir cette nouvelle. (Gazette-Universelle.) ISLES IONIENNES. Corfou, le 23 octobre. Lord Cochrane, Fabvier et Tombart sont partis pour Scio, afin de se concerter sur une entreprise contre les Turcs. - Des lettres particulières de Navarin, à la date du 25 octobre, assurent qu'Ibrahim-Pacha n'assis- tait pas à la bataille qui a eu lieu dans ce port, et que c'est d'après leurs propres résolutions que les Musulmans ont envoyé un parlementaire à lord Codrington. (Correspondant de Nuremberg.) RUSSIE. Riga, le 9 novembre. L'empereur est arrivé ici dans la soirée du 6. Sa présence parmi nous a été marquée par la glo- rieuse nouvelle de la prise d'Erivan. S. M. était à table à l'hôtel de la noblesse lors de l'arrivée du courrier porteur de cette nouvelle. L'empereur a assisté hier au Te Deum qui a été chanté à cette Dre Le roi a re comte de Ru nistre plénipol qui a eu l'hon de recréance. A Ham La procédu presque termin d'être confirm la police, et été condamné prison. Le paquebo d'un changem et si les affair les dirigeait en la paix rétablie Franc La maison 1 courrier de Vie immédiatemen velles rassuran à la Bourse qu tinople; que l varin n'avait a cette persuasio élevés, savoir de la Banque ROYAU Brux Mandement",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k44248647,directly_relevant,Diplomatic Relations,neutral,"Reports on diplomatic negotiations between the Porte and European powers regarding intervention in the Greek cause, the Sultan's orders, and military plans involving Lord Cochrane, Fabvier, and Tombart against the Turks in Scio.","Lord Cochrane, Fabvier, Tombart, Ibrahim-Pacha, lord Codrington","Porte, Valachie, Bucarest, Constantinople, Isles Ioniennes, Corfou, Scio, Navarin, Russie, Nuremberg",Gazette-Universelle,"Erront, salut: accordé au ministre de l'instruction publique pour ses dépenses en 1817, l'art. 2 22, et les dispositions de septembre 1827; secrétaire d'état politique et de l'instruction publique, ce qui suit: 9 millions, accordés pour les dépenses des ministères et de l'instruction publique, 328, est répartie entre les chapitres, ainsi LE. le. le.... 340,000 LE. 0,000 ,000 ,000 ,000 ,000 32,835,000 ,000 ,000 1000. Relations avec le reiss-effendi. La conduite de la Porte envers les trois ambassadeurs n'a eu jusqu'alors d'autres bases que le droit des Grecs, et il paraît certain que la Porte, dans quelque situation qu'elle se trouve, n'aura jamais recours à des mesures violentes envers eux. (Gazette-Universelle.) VALACHIE. Bucarest, le 10 novembre. (Par voie extraordinaire.) Un tartare nous a transmis de Constantinople, des lettres jusqu'au 6 novembre, d'après lesquelles il paraît que le sultan a ordonné au reiss-effendi de rompre toute espèce de négociations avec les trois puissances, au sujet de l'intervention. Nous ne sommes cependant pas en état de garantir cette nouvelle. (Gazette-Universelle.) ISLES IONIENNES. Corfou, le 23 octobre. Lord Cochrane, Fabvier et Tombart sont partis pour Scio, afin de se concerter sur une entreprise contre les Turcs. Des lettres particulières de Navarin, à la date du 25 octobre, assurent qu'Ibrahim-Pacha n'assistait pas à la bataille qui a eu lieu dans ce port, et que c'est d'après leurs propres résolutions que les Musulmans ont envoyé un parlementaire à lord Codrington. (Correspondant de Nuremberg.) RUSSIE. Riga, le 9 no",Bucarest,Bucarest,Paris,gouvernemental,Organe semi-officiel du gouvernement de la Restauration,France,France,False,c70046a9f9bf12c0,rumor,2,il paraît certain; Nous ne sommes cependant pas en état de garantir cette nouvelle,"Un tartare nous a transmis de Constantinople, des lettres jusqu'au 6 novembre",private_correspondence,Bucharest,Gazette-Universelle,Constantinople -> Bucharest -> Le Moniteur Universel,diplomatic_negotiation,military_strategic,4,diplomacy,Sultan's order to reiss-effendi to break negotiations,Constantinople,6 November 1827,reported_account,OTTOMAN_DIPLOMACY_NOV_1827,The information is presented as a rumor transmitted via private correspondence and explicitly stated as not guaranteed.,5,False,,OTTOMAN_DIPLOMACY_NOV_1827_B93614,
"Journal De Lot-Et-Garonne : [Puis Politique, Administratif, Littéraire, Dannonces Judiciaires Et Davis Divers Puis Feuille Des Mairies, Administrative, Politique, Commerciale Et Dannonces Judiciaires]",1827-12-01,1827,"NOUVELLES LIRANGERES. TURQUIE. Constantinople, 25 octobre. D'après des nouvelles de l'Archipel, les Grecs ont, à ce qu'il 77, paraît, abondonne pour le présent, sur les représentations des au-amiraux Codrington et de Rigny, l'expédition qu'ils avaient pro jetée contre Chio. L'escadre équipée ici pour protéger cette île est ue, composée d'une fregate de 36 canons, une corvette et douze pe- vo. tits bâtimens de guerre; elle a mis à la voile le 15 et le 16 de ce mois pour les Dardanelles. Les préparatifs de defense dans ces M. châteaux, ainsi qu'à Ténédos et dans le golfe de Chio, se pour- de suivent également avec la plus grande activité. La plus grande tranquillité continue de régner dans cette ca- ési-pitale. Il arrive presque journellement des recrues qui, après t se avoir reçu leurs premieres leçons des maîtres d'exercices, se for- suf- ment au maniement des armés en présence du Sultan, qui com- la mande en personne les evolutions des troupes. Itat awa- Bucharest, 5 novembre. Leu- << Nous avons des lettres de Constantinople qui vont jusqu'au pro- 30 octobre. E des portent que la capitale etait parfaitement tran- LA-quille; mais la Porte paraissait avoir reçu une nouvelle désas- mées treuse qu'elle tenait secrète. Les personnes qui ont en affaire a- près de la Porte remarquèrent seulement une consternation ex- traordinaite parmi les drogmans turcs, et s'épuiserent en conjec- es à lures sur ce qui pouvait en être la cause. Le bruit que lord Cochrane avait brûlé la flotte turco-égyptienne à Navarin, s'était du déjà bien répandu dès le 27, mais comme il venait des Grecs, ance il ne trouva aucune croyance. On attend avec la plus grande impatiemce des renseignemens ultérieurs, d'autant plus qu'on",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t514173597,directly_relevant,Military Operations,neutral,"News from Constantinople about Greek abandonment of the Chio expedition, naval movements, and Turkish military preparations.","Codrington, Rigny, lord Cochrane, Sultan","Constantinople, Archipel, Chio, Dardanelles, Ténédos, golfe de Chio, Bucharest, Porte","escadre, Porte","NOUVELLES LITTÉRAIRES. TURQUIE. Constantinople, 25 octobre. D'après des nouvelles de l'Archipel, les Grecs ont, à ce qu'il paraît, abandonné pour le présent, sur les représentations des amiraux Codrington et de Rigny, l'expédition qu'ils avaient projetée contre Chio. L'escadre équipée ici pour protéger cette île est composée d'une frégate de 36 canons, une corvette et douze petits bâtiments de guerre; elle a mis à la voile le 15 et le 16 de ce mois pour les Dardanelles. Les préparatifs de défense dans ces châteaux, ainsi qu'à Ténédos et dans le golfe de Chio, se poursuivent également avec la plus grande activité. La plus grande tranquillité continue de régner dans cette capitale. Il arrive presque journellement des recrues qui, après avoir reçu leurs premières leçons des maîtres d'exercices, se forment au maniement des armes en présence du Sultan, qui commande en personne les évolutions des troupes. Bucharest, 5 novembre. Nous avons des lettres de Constantinople qui vont jusqu'au 30 octobre. Elles portent que la capitale était parfaitement tranquille; mais la Porte paraissait avoir reçu une nouvelle désastreuse qu'elle tenait secrète. Les personnes qui ont affaire près de la Porte remarquèrent seulement une consternation extraordinaire parmi les drogmans turcs, et s'épuisèrent en conjectures sur ce qui pouvait en être la cause. Le bruit que lord Cochrane avait brûlé la flotte turque...",Constantinople,Constantinople,Unknown,royaliste-modéré,Province; administratif-modéré,France,France,False,8d1f9c5e35e55ed9,rumor,2,"à ce qu'il 77, paraît; le bruit que lord Cochrane avait brûlé la flotte turco-égyptienne à Navarin, s'était du déjà bien répandu; il ne trouva aucune croyance; on attend avec la plus grande impatiemce des renseignemens ultérieurs",Nous avons des lettres de Constantinople qui vont jusqu'au pro- 30 octobre.,letter,Constantinople,,Archipel -> Constantinople -> Journal De Lot-Et-Garonne,military_strategic,neutral_information,4,military_movement,Greek planned expedition against Chios abandoned,Chios,15 and 16 October 1827,reported_account,CHIOS_EXPEDITION_1827,"The information is based on letters and rumors reported in the newspaper without official confirmation, indicating uncertainty.",5,False,,CHIOS_EXPEDITION_1827_C2D0E3,
Liverpool Albion,1827-12-03,1827,"THE COURIER ... of the Greek Legislative Body, dated Port of Navarin, Oct. 24, four days after the battle. In this communication, the determination of the Naval Commanders to suppress further piracies, by the most energetic measures, adopted towards the Greeks themselves ...",Unknown,France,,directly_relevant,Military Operations,neutral,,,Port of Navarin,Greek Legislative Body,"THE COURIER ... of the Greek Legislative Body, dated Port of Navarin, Oct. 24, four days after the battle. In this communication, the determination of the Naval Commanders to suppress further piracies, by the most energetic measures, adopted towards the Greeks themselves ...",Port of Navarin,Port Of Navarin,Unknown,whig,Liverpool; whig,France,France,False,8773dd406a6c32b8,reported,3,"dated Port of Navarin, Oct. 24, four days after the battle; In this communication","THE COURIER ... of the Greek Legislative Body, dated Port of Navarin, Oct. 24, four days after the battle",courier,Port of Navarin,THE COURIER of the Greek Legislative Body,Port of Navarin -> Liverpool,military_strategic,neutral_information,4,battle,Battle near Navarin,Port of Navarin,"Oct. 24, 1827",reported_account,NAVARIN_BATTLE_OCT_1827,"The information is based on a dated communication from the Greek Legislative Body shortly after the battle, indicating a reported account rather than official confirmation.",5,False,,NAVARIN_BATTLE_OCT_1827_2933BE,
Saint Jamess Chronicle,1827-12-04,1827,"FLANDERS MAIL AND DUTCH PAPERS ... battle of Navarino, and here it has caused a great sensation; but it is now asked will the Greeks be free? Formerly there used to arrive, in this port, a number of Greek vessels laden with corn, but now there are none. The Portuguese express their admiration ...",Unknown,France,,directly_relevant,Philhellenism,pro_greek,,,Navarino,,"FLANDERS MAIL AND DUTCH PAPERS ... battle of Navarino, and here it has caused a great sensation; but it is now asked will the Greeks be free? Formerly there used to arrive, in this port, a number of Greek vessels laden with corn, but now there are none. The Portuguese express their admiration ...",Flanders,Flanders,London,tory-modéré,Idem,France,France,False,d76bc52f1620cdf1,reported,3,it is now asked will the Greeks be free?; here it has caused a great sensation,FLANDERS MAIL AND DUTCH PAPERS,newspaper_reprint,Flanders,Dutch Papers,Flanders -> London,humanitarian_urgency,commercial_shipping,4,battle,Battle of Navarino,Navarino,,reported_account,BATTLE_OF_NAVARINO_1827,"The information is a reported account from reprinted newspapers, lacking official confirmation and containing some speculative questioning.",5,False,,BATTLE_OF_NAVARINO_1827_6C525C,
Saint Jamess Chronicle,1827-12-06,1827,"the morning register. * ... dated which contains an declaration from the Allied’ Admirals, addressed to the Greek, Go- vernment, ‘on the subject of the continued hostilities and piracies of the Greeks since the Turks have been compelled to observe the armistice at sea. ; “Port Navarin ...",Unknown,France,,directly_relevant,Diplomatic Relations,neutral,,,"Port Navarin, Greece, Turkey","Allied Admirals, Greek Government","The morning register ... dated which contains a declaration from the Allied Admirals, addressed to the Greek Government, on the subject of the continued hostilities and piracies of the Greeks since the Turks have been compelled to observe the armistice at sea. Port Navarin ...",Port Navarin,Port Navarin,London,tory-modéré,Idem,France,France,False,e9195c2ec819a2b9,reported,3,contains an declaration from the Allied’ Admirals; addressed to the Greek Government,,unknown,Port Navarin,the morning register,Port Navarin -> London,diplomatic_negotiation,neutral_information,4,diplomacy,Declaration from Allied Admirals to Greek Government,Port Navarin,1827-12-06,reported_account,,"The information is based on a newspaper report citing a declaration from Allied Admirals, but lacks explicit confirmation or multiple sources.",4,False,,PORT_NAVARIN_DIPLOMACY_DECLARATION_FROM_ALLIED_ADMIRALS_TO_GREEK_GOVERNMENT_1827_777EB9,
Inverness Journal And Northern Advertiser,1827-12-07,1827,"AMERICAN MANNERS ... bursting forththe time ,for allaying it by an open policy is past. The Cabinets of Europe desired too late the liberty of Greece; Greece will be free, but its chains in falling will shake Europe. The glorious - battle at Navarin has produced at Constantinople ...",Unknown,France,,directly_relevant,Philhellenism,pro_greek,,,"Greece, Europe, Navarin, Constantinople",,"The Cabinets of Europe desired too late the liberty of Greece; Greece will be free, but its chains in falling will shake Europe. The glorious battle at Navarin has produced at Constantinople ...",Constantinople,Constantinople,Unknown,tory,Idem,France,France,False,233d72194474b337,reported,3,The Cabinets of Europe desired too late the liberty of Greece; Greece will be free; The glorious - battle at Navarin has produced at Constantinople,,unknown,Constantinople,,Constantinople -> Inverness Journal And Northern Advertiser,military_strategic,balance_of_power,4,battle,Battle of Navarino,Navarino,,reported_account,NAVARINO_BATTLE_1827,The information is a newspaper report referencing events at Constantinople without explicit official confirmation.,5,False,,NAVARINO_BATTLE_1827_CE0A21,
Cork Constitution,1827-12-08,1827,"SHIP CANAL BBTWEEN GALWAY AND DUBLIN. (From tie Galway Independent.) are eoabled. in Ibis day’s publication, to .. ... the Greek Legislative Body: •• POKT OF NMVARIN, OCT. 24, 1827. “Gentlemen—W© have learned with much that while the squadrons of the Allied Powers were destroying the Ottoman fleet, which bad thobght proper to observe an armistice de facto, Greek corsairs ...",Unknown,France,,directly_relevant,Military Operations,pro_greek,,,"Galway, Dublin, Port of Navarin","Greek Legislative Body, Allied Powers, Ottoman fleet","SHIP CANAL BETWEEN GALWAY AND DUBLIN. (From the Galway Independent.) are enabled, in this day’s publication, to ... the Greek Legislative Body: PORT OF NAVARIN, OCT. 24, 1827. “Gentlemen—We have learned with much that while the squadrons of the Allied Powers were destroying the Ottoman fleet, which had thought proper to observe an armistice de facto, Greek corsairs ...",Navarin,Navarino,Cork,tory,Cork; tory,France,France,False,a6851bbc3fe388fa,reported,3,we have learned with much; while the squadrons of the Allied Powers were destroying the Ottoman fleet,From tie Galway Independent.,newspaper_reprint,Galway Independent,Galway Independent,Navarino -> Galway Independent -> Cork Constitution,military_strategic,christian_suffering,3,naval_operation,Battle of Navarino,Port of Navarino,"Oct. 24, 1827",reported_account,NAVARINO_BATTLE_OCT_1827,"The information is a secondhand newspaper report citing the Galway Independent, indicating reported but not confirmed news.",4,False,,NAVARINO_BATTLE_OCT_1827_DE492D,
Atlas,1827-12-09,1827,"TH E ATLAS ... Legislative body of Greece. Port of Never'no, Oct. 24. •• , .%fesisienrs—We have learned with lively Indignation, that while the Allied quoit/ups were destroying the Ottoman fleet, which refused compliance with armistice, the Greek corsairs did not crave ...",Unknown,France,,directly_relevant,Military Operations,pro_greek,,,"Greece, Port of Navarino","Legislative body of Greece, Allied squadrons, Ottoman fleet","THE ATLAS ... Legislative body of Greece. Port of Navarino, Oct. 24. We have learned with lively indignation, that while the Allied squadrons were destroying the Ottoman fleet, which refused compliance with armistice, the Greek corsairs did not crave ...",Port of Navarino,Port Of Navarino,Alger,whig,Whig libéral,France,France,False,974d9b0b9542f83f,reported,3,We have learned with lively Indignation,,unknown,Port of Never'no,,Port of Never'no -> Alger,military_strategic,ottoman_barbarity,4,naval_operation,Destruction of Ottoman fleet at Port of Navarino,Port of Navarino,Oct. 24,reported_account,NAVARINO_BATTLE_1827,The information is presented as learned news but lacks explicit official confirmation or multiple sources.,4,False,,NAVARINO_BATTLE_1827_CE0A21,
Atlas,1827-12-09,1827,"THURSDAY's POST ... Ganlte France contains the following Declaration file Allied Admirals, addressed to the Greek Go- I temmcnt, on the subject of the continued hostilities and the Greeks. It originally appeared the Gazette of the 7th ult. :— Port of Navarin, Oct. 24. have ...",Unknown,France,,directly_relevant,Military Operations,pro_greek,,,"France, Port of Navarino","Allied Admirals, Greek Government, Gazette","THURSDAY's POST ... Gazette France contains the following Declaration of Allied Admirals, addressed to the Greek Government, on the subject of the continued hostilities and the Greeks. It originally appeared in the Gazette of the 7th ult.:— Port of Navarino, Oct. 24. have ...",Port of Navarino,Port Of Navarino,Alger,whig,Whig libéral,France,France,False,7b09fee7e7606239,reported,3,contains the following Declaration; It originally appeared the Gazette of the 7th ult.,THURSDAY's POST ... Ganlte France contains the following Declaration file Allied Admirals,newspaper_reprint,Gazette,Gazette,Port Of Navarino -> Gazette -> Atlas,diplomatic_negotiation,military_strategic,4,diplomacy,Declaration of Allied Admirals to Greek Government,Port of Navarino,Oct. 24,reported_account,NAVARINO_DECLARATION_OCT_1827,"The information is a reprint of a declaration originally published in another newspaper, indicating a reported diplomatic communication without independent confirmation.",5,False,,NAVARINO_DECLARATION_OCT_1827_5C19D9,
