story_cluster_id,count
GREEK_WAR_LIVADIA_DEC1825_162689,1
PATRAS_NAVAL_BATTLE_DEC_1825_8751EE,1
GREEK_TROOP_MOVEMENTS_1825_C05EB0,1
MILITARY_MOVEMENT_LORD_COCHRANE_S_COMMITMENT_TO_GREEK_COMMITTEE_1826_01_08_1826_23FB14,1
MISSOLONGHII_NAVAL_OPERATIONS_DEC_1825_0AA69C,1
PELOPONNESE_CAMPAIGN_1825_86A096,1
IBRAHIM_OPERATIONS_LATE_1825_456B82,1
MISSOLONGHII_SIEGE_JAN1826_BAC969,1
IBRAHIM_CAMPAIGN_1826_0F7CCF,1
TRIPOLITZA_SIEGE_WINTER_1825_1826_C56C24,1
CLARENZA_NAVAL_OPERATION_NOV_1825_08B28F,1
NAVARINO_BATTLE_JAN_1826_755C3A,1
MISSOLONGHII_FEB_1826_7E0089,1
MISSOLONGHII_BATTLE_DEC_1825_271218,1
GREEK_NAVAL_OPERATIONS_NOV_1825_E8DD01,1
MISSOLONGHII_MILITARY_MOVEMENT_JAN_1826_FEDCEA,1
MISSOLONGHII_SIEGE_DECEMBER_1825_F23877,1
MACRIPLAGI_BATTLE_FEB_1826_F9FAB3,1
CORINTH_BATTLE_DEC_1825_0EB881,1
CORINTHE_MISSOLONGHII_MILITARY_MOVEMENT_GREEK_SUCCESSES_NEAR_CORINTH_AND_BEFORE__B4A589,1
MISSOLONGHII_FALL_FEB_1826_6972A0,1
GULF_OF_LEPANTO_BATTLE_JAN_1826_9520D2,1
MISSOLONGHII_SALONA_NOV1825_D25FD3,1
MISSOLONGHII_VICTORIES_JAN_1826_92B163,1
MISSOLONGHII_NAVAL_ENGAGEMENT_MARCH_1826_615F35,1
MISSOLONGHII_SUPPLY_JAN1826_428B99,1
MISSOLONGHII_NAVAL_OPERATION_1826_62ADC2,1
RELIEF_MISOLONGHI_FEB_1826_78B208,1
MISSOLONGHII_MAR_1826_331589,1
MISSOLONGHII_NAVAL_OPERATIONS_MARCH_1826_C33C72,1
NAPOLI_DI_ROMANIA_DIPLOMACY_GREEK_GOVERNMENT_S_STANCE_ON_INDEPENDENCE_1826_1826_EC87CA,1
NAPOLI_DI_ROMANIA_POLITICAL_DEVELOPMENT_GREEK_GOVERNMENT_S_STANCE_ON_INDEPENDENC_2816E4,1
MISSOLONGHII_NAVAL_OPERATION_FEB_1826_5B756C,1
MISSOLONGHII_NAVAL_1826_CC53B8,1
MISSOLONGHII_NAVAL_ENGAGEMENT_JAN1826_E191B6,1
MISSOLONGHII_MILITARY_OPERATIONS_1826_080D17,1
MISSOLONGHII_ASSAULT_APRIL_1826_A19B68,1
MISSOLONGHII_RELIEF_JAN1826_AEA289,1
MISSOLONGHII_DEFENSE_MARCH_1826_63E436,1
MISSOLONGHII_MILITARY_MOVEMENT_JAN1826_68A9C1,1
MISSOLONGHII_VICTORY_MARCH_1826_EAA433,1
ANATOLICO_FALL_MARCH_1826_262A34,1
MISSOLONGHII_REPULSE_1826_70DE6B,1
GREEK_DIPLOMACY_JAN1826_A51194,1
SALONE_MUSLIM_SUCCESS_APRIL_1826_B1FF27,1
MISSOLONGHII_NAVAL_OPERATIONS_APRIL_1826_5B2B32,1
PHILHELLENISM_FUNDRAISING_APRIL_1826_E2E841,1
MISSOLONGHII_FLEET_APRIL_1826_98A04E,1
MISSOLONGHII_ARMISTICE_MARCH_1826_67D200,1
MISSOLONGHII_REINFORCEMENT_MARCH_1826_04FE5C,1
MISSOLONGHII_NAVAL_OPERATION_APRIL_1826_52A208,1
MISSOLONGHII_FALL_1826_44971F,1
GREEK_RELIEF_MAY_1826_681E8C,1
MISSOLONGHII_RESUPPLY_1826_F94C15,1
TRIPOLITZA_FALL_APRIL_1826_955B0B,1
MISSOLONGHII_RELIEF_MARCH_APRIL_1826_B539F3,1
